"","Zuzanna","Julia","Lena","Maja","Hanna","Zofia","Amelia","Alicja","Aleksandra","Natalia","Oliwia","Maria","Wiktoria","Emilia","Antonina","Laura","Anna","Nadia","Pola","Liliana","Nikola","Gabriela"
"2130",0,0,84,8,93,95,241,1,0,0,0,0,67,28,53,40,6,0,0,0,0,0
"2131",0,0,84,3,115,93,314,1,0,0,0,0,33,69,14,14,3,0,0,0,0,0
"2132",0,0,87,1,65,100,467,0,0,0,0,0,23,0,12,17,8,0,0,1,0,0
"2133",0,0,67,1,39,82,168,4,0,0,0,0,50,17,18,22,2,0,0,0,0,0
"2134",0,0,65,0,49,67,64,0,0,1,0,0,100,6,100,6,6,0,0,0,0,0
"2135",0,0,79,29,89,100,348,1,0,0,0,0,50,0,11,27,8,0,0,1,0,0
"2136",0,0,83,4,137,100,347,2,0,0,0,0,56,0,21,28,8,0,0,1,0,0
"2137",0,0,82,34,112,100,299,1,0,0,0,0,45,0,8,13,8,0,0,1,0,0
"2138",1,1,20,0,0,20,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1
"2139",0,0,68,26,73,97,178,4,0,0,0,0,67,25,35,31,6,0,0,0,0,0
"2140",0,0,84,5,73,100,144,1,0,0,0,0,29,0,0,16,8,0,0,1,0,0
"2141",0,0,77,31,80,96,206,2,0,0,0,0,70,31,43,28,6,0,0,0,0,0
"2142",0,0,72,20,104,97,330,1,0,0,0,0,47,23,21,32,6,0,0,0,0,0
"2143",0,0,85,0,86,100,0,0,0,0,0,0,80,0,59,22,8,1,0,1,0,0
"2144",0,0,68,74,67,87,195,3,0,0,0,0,75,34,52,23,5,0,0,0,0,0
"2145",0,0,85,2,91,100,227,2,0,0,0,0,38,0,43,35,8,0,0,1,0,0
"2146",0,0,76,15,117,97,315,1,0,0,0,0,53,40,17,35,6,0,0,0,0,0
"2147",0,0,88,3,86,100,204,0,0,0,0,0,56,0,17,18,8,0,0,1,0,0
"2148",0,0,83,32,213,100,241,0,0,0,0,0,75,0,26,27,8,0,0,1,0,0
"2149",0,0,75,11,96,98,213,0,0,0,0,0,44,0,22,41,6,0,0,1,0,0
"2150",0,0,76,16,69,97,185,1,0,0,0,0,41,25,13,34,6,0,0,0,0,0
"2151",0,0,83,15,206,100,157,0,0,0,0,0,50,0,0,22,8,0,0,1,0,0
"2152",0,0,56,94,100,95,324,4,0,0,0,0,85,15,14,42,6,0,0,0,0,0
"2153",0,0,77,36,63,100,101,1,0,0,0,0,40,0,9,32,8,0,0,1,0,0
"2154",0,0,89,1,157,100,243,0,0,0,0,0,50,0,25,4,8,0,0,1,0,0
"2155",1,1,20,0,0,20,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1
"2156",1,1,20,0,0,20,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1
"2157",0,0,73,8,72,89,182,4,0,0,0,0,83,14,37,20,2,0,0,0,0,0
"2158",0,0,82,0,87,68,223,0,0,0,0,0,20,12,16,25,5,0,0,0,0,0
"2159",0,0,66,87,70,96,132,1,0,0,0,0,100,81,48,25,6,0,0,0,0,0
"2160",0,0,73,69,77,100,311,0,0,0,0,0,88,0,46,13,8,0,0,1,0,0
"2161",0,0,59,101,80,83,163,0,0,0,0,0,100,0,83,6,6,0,0,1,0,0
"2162",0,0,85,11,55,100,160,2,0,0,0,0,50,0,22,28,8,0,0,1,0,0
"2163",0,0,62,46,31,92,86,0,0,0,0,0,60,3,15,13,6,0,0,0,0,0
"2164",0,0,66,12,98,100,182,0,0,0,0,0,60,0,45,12,8,0,0,1,0,0
"2165",0,0,88,4,102,100,215,1,0,0,0,0,80,0,36,11,8,0,0,1,0,0
"2166",0,0,61,56,145,88,338,0,0,0,0,0,78,4,27,33,6,0,0,0,0,0
"2167",0,0,82,6,38,100,123,3,0,0,0,0,60,0,40,10,8,0,0,1,0,0
"2168",0,0,70,49,101,96,373,5,0,0,0,0,75,7,52,25,6,0,0,0,0,0
"2169",0,0,73,38,41,100,71,0,0,0,0,0,75,0,56,18,8,0,0,1,0,0
"2170",0,0,73,28,102,83,348,0,0,0,0,0,75,4,33,12,6,0,0,0,0,0
"2171",0,0,91,1,139,100,362,0,0,0,0,0,50,0,8,12,8,0,0,1,0,0
"2172",0,0,91,2,81,100,140,0,0,0,0,0,50,0,40,5,8,0,0,1,0,0
"2173",0,0,66,42,66,89,183,2,0,0,0,0,80,44,58,26,4,0,0,0,0,0
"2174",0,0,80,44,127,100,184,0,0,0,0,0,80,0,50,20,8,0,0,1,0,0
"2175",0,0,86,12,93,100,144,0,0,0,0,0,67,0,29,7,8,0,0,1,0,0
"2176",0,0,69,79,48,100,126,1,0,0,0,0,67,0,43,21,8,0,0,1,0,0
"2177",0,0,60,53,92,76,232,1,0,0,0,0,75,1,35,34,6,0,0,0,0,0
"2178",0,0,72,89,51,100,77,0,0,0,0,0,100,0,63,9,8,0,0,1,0,0
"2179",0,0,71,23,33,96,83,11,0,0,0,0,47,0,23,26,6,0,0,1,0,0
"2180",0,0,60,83,73,97,247,2,0,0,0,0,94,72,50,45,6,0,0,0,0,0
"2181",1,1,20,0,0,20,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1
"2182",0,0,62,78,104,67,265,4,0,0,0,0,78,16,44,40,5,0,0,0,0,0
"2183",0,0,87,21,115,100,195,0,0,0,0,0,63,0,50,18,8,0,0,1,0,0
"2184",0,0,70,71,140,100,297,0,0,0,0,0,100,0,24,12,8,0,0,1,0,0
"2185",0,0,65,50,88,82,96,0,0,0,0,0,64,5,29,8,2,0,0,0,0,0
"2186",0,0,85,19,78,100,139,1,0,0,0,0,50,0,20,10,8,0,0,1,0,0
"2187",0,0,85,1,94,100,293,0,0,0,0,0,56,0,38,37,8,0,0,1,0,0
"2188",0,0,88,1,170,100,367,0,0,0,0,0,25,0,19,26,8,0,0,1,0,0
"2189",0,0,65,59,46,100,128,1,0,0,0,0,82,0,20,20,8,0,0,1,0,0
"2190",1,1,20,0,0,20,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1
"2191",0,0,88,11,105,100,292,2,0,0,0,0,50,0,50,20,8,0,0,1,0,0
"2192",0,0,69,38,69,96,215,1,0,0,0,0,50,26,21,28,2,0,0,0,0,0
"2193",0,0,69,42,39,100,80,1,0,0,0,0,75,0,11,9,8,0,0,1,0,0
"2194",0,0,61,41,58,70,192,0,0,0,0,0,60,3,57,23,6,0,0,0,0,0
"2195",0,0,84,16,103,100,245,1,0,0,0,0,30,0,24,17,8,0,0,1,0,0
"2196",0,0,66,58,69,93,233,0,0,0,0,0,71,64,48,29,6,0,0,0,0,0
"2197",0,0,73,28,82,93,219,1,0,0,0,0,50,13,14,29,6,0,0,0,0,0
"2198",0,0,65,61,46,94,145,1,0,0,0,0,84,80,31,36,6,0,0,0,0,0
"2199",0,0,55,67,81,78,189,3,0,0,0,0,64,1,44,42,2,0,0,0,0,0
"2200",0,0,55,100,63,22,148,0,0,0,0,0,100,7,44,9,2,0,0,0,0,0
"2201",0,0,66,37,101,71,189,2,0,0,0,0,100,62,29,22,2,0,0,0,0,0
"2202",0,0,63,57,31,95,59,2,0,0,0,0,100,42,53,20,2,0,0,0,0,0
"2203",1,1,20,0,0,20,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1
"2204",0,0,77,3,59,100,177,3,0,0,0,0,33,0,9,43,8,0,0,1,0,0
"2205",0,0,78,57,91,100,197,5,0,0,0,0,67,0,41,17,8,0,0,1,0,0
"2206",0,0,79,26,62,100,49,1,0,0,0,0,71,0,36,6,8,0,0,1,0,0
"2207",0,0,85,12,183,100,446,0,0,0,0,0,75,0,67,9,8,0,0,1,0,0
"2208",0,0,66,58,33,100,93,2,0,0,0,0,63,0,33,24,8,0,0,1,0,0
"2209",1,1,20,0,0,20,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1
"2210",0,0,71,17,62,91,266,0,0,0,0,0,33,5,23,22,6,0,0,0,0,0
"2211",0,0,62,49,66,91,150,3,0,0,0,0,50,2,20,45,2,0,0,0,0,0
"2212",0,0,73,71,61,100,126,1,0,0,0,0,88,0,45,11,8,0,0,1,0,0
"2213",0,0,89,2,95,100,324,0,0,0,0,0,83,0,17,18,8,0,0,1,0,0
"2214",0,0,83,5,70,100,282,0,0,0,0,0,56,0,32,19,8,0,0,1,0,0
"2215",0,0,89,2,87,100,277,1,0,0,0,0,30,0,30,27,8,0,0,1,0,0
"2216",0,0,70,95,85,100,183,0,0,0,0,0,89,0,31,12,8,0,0,1,0,0
"2217",0,0,68,23,114,88,252,0,0,0,0,0,83,5,53,17,5,0,0,0,0,0
"2218",0,0,68,27,117,89,235,3,0,0,0,0,83,0,53,19,2,0,0,0,0,0
"2219",1,1,20,0,0,20,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1
"2220",0,0,67,21,65,79,269,0,0,0,0,0,58,3,33,24,6,0,0,0,0,0
"2221",0,0,66,74,69,100,150,0,0,0,0,0,100,0,34,34,8,0,0,1,0,0
"2222",0,0,64,0,70,50,81,0,0,1,0,0,100,30,50,2,2,0,0,0,0,0
"2223",0,0,75,27,66,98,200,1,0,0,0,0,31,26,45,40,6,0,0,0,0,0
"2224",0,0,85,17,81,100,171,0,0,0,0,0,40,0,32,22,8,0,0,1,0,0
"2225",0,0,65,42,17,100,33,8,0,0,0,0,80,0,33,15,8,0,0,1,0,0
"2226",0,0,72,24,84,95,295,0,0,0,0,0,57,8,53,19,2,0,0,0,0,0
"2227",0,0,63,60,90,95,426,2,0,0,0,0,82,36,32,19,5,0,0,0,0,0
"2228",0,0,73,36,54,100,134,4,0,0,0,0,72,0,50,54,8,0,0,1,0,0
"2229",0,0,66,92,44,93,134,1,0,0,0,0,91,54,53,15,3,0,0,0,0,0
"2230",0,0,78,3,88,88,215,0,0,0,0,0,33,1,20,26,5,0,0,0,0,0
"2231",0,0,88,2,79,100,273,0,0,0,0,0,36,0,30,37,8,0,0,1,0,0
"2232",0,0,62,70,64,86,164,0,0,0,0,0,75,5,19,21,6,0,0,0,0,0
"2233",0,0,81,10,45,100,0,1,0,0,0,0,50,0,46,0,8,1,0,1,0,0
"2234",0,0,64,18,70,91,190,0,0,0,0,0,52,7,20,35,6,0,0,0,0,0
"2235",0,0,80,13,72,100,192,1,0,0,0,0,63,0,39,23,8,0,0,1,0,0
"2236",0,0,68,2,131,95,298,4,0,0,0,0,70,3,59,78,6,0,0,0,0,0
"2237",0,0,84,19,50,100,132,0,0,0,0,0,86,0,36,22,8,0,0,1,0,0
"2238",0,0,66,32,71,83,160,1,0,0,0,0,86,15,44,18,6,0,0,0,0,0
"2239",0,0,86,1,64,100,253,0,0,0,0,0,17,0,19,66,8,0,0,1,0,0
"2240",0,0,79,30,89,100,173,0,0,0,0,0,80,0,25,12,8,0,0,1,0,0
"2241",0,0,67,67,71,100,163,1,0,0,0,0,67,0,36,14,8,0,0,1,0,0
"2242",0,0,73,64,69,100,203,0,0,0,0,0,92,0,32,19,8,0,0,1,0,0
"2243",0,0,62,49,88,88,236,3,0,0,0,0,75,10,23,45,6,0,0,0,0,0
"2244",0,0,73,71,83,100,257,1,0,0,0,0,100,0,29,7,8,0,0,1,0,0
"2245",0,0,57,95,71,75,156,1,0,0,0,0,100,6,56,16,2,0,0,0,0,0
"2246",0,0,70,32,72,83,245,3,0,0,0,0,62,38,39,18,6,0,0,0,0,0
"2247",0,0,80,1,76,97,208,0,0,0,0,0,35,23,13,31,5,0,0,0,0,0
"2248",1,1,20,0,0,20,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1
"2249",0,0,63,73,42,100,105,3,0,0,0,0,83,0,33,18,8,0,0,1,0,0
"2250",0,0,81,19,87,100,158,5,0,0,0,0,63,0,31,36,7,0,0,1,0,0
"2251",0,0,84,4,61,100,83,1,0,0,0,0,56,0,41,19,8,0,0,1,0,0
"2252",0,0,59,71,62,100,174,3,0,0,0,0,75,0,20,38,8,0,0,1,0,0
"2253",0,0,65,18,79,61,134,0,0,0,0,0,57,9,30,23,2,0,0,0,0,0
"2254",0,0,91,2,117,100,284,0,0,0,0,0,50,0,33,12,8,0,0,1,0,0
"2255",0,0,82,9,92,100,495,0,0,0,0,0,35,0,24,29,8,0,0,1,0,0
"2256",0,0,75,4,54,94,127,6,0,0,0,0,56,47,44,16,6,0,0,0,0,0
"2257",0,0,75,89,59,100,121,5,0,0,0,0,67,0,40,25,8,0,0,1,0,0
"2258",0,0,76,68,112,100,245,0,0,0,0,0,67,0,24,22,8,0,0,1,0,0
"2259",0,0,89,1,92,100,167,0,0,0,0,0,60,0,38,16,8,0,0,1,0,0
"2260",0,0,73,27,30,100,111,5,0,0,0,0,80,0,50,20,8,0,0,1,0,0
"2261",0,0,66,66,11,100,19,2,0,0,0,0,100,0,40,5,8,0,0,1,0,0
"2262",0,0,87,10,154,100,430,0,0,0,0,0,60,0,21,14,8,0,0,1,0,0
"2263",0,0,73,21,88,89,190,3,0,0,0,0,63,12,39,28,6,0,0,0,0,0
"2264",0,0,58,45,22,83,39,3,0,0,0,0,88,6,8,12,6,0,0,0,0,0
"2265",0,0,71,53,117,75,0,0,0,0,0,0,67,63,72,29,3,1,0,0,0,0
"2266",0,0,79,2,128,100,286,3,0,0,0,0,38,0,18,32,8,0,0,1,0,0
"2267",0,0,63,15,47,83,276,3,0,0,0,0,64,9,40,64,3,0,0,0,0,0
"2268",0,0,80,20,77,100,237,2,0,0,0,0,64,0,31,26,8,0,0,1,0,0
"2269",0,0,64,74,15,100,221,1,0,0,0,0,100,0,29,15,8,0,0,1,0,0
"2270",0,0,84,11,57,100,131,0,0,0,0,0,83,0,56,10,8,0,0,1,0,0
"2271",0,0,76,4,64,89,121,1,0,0,0,0,67,16,50,18,6,0,0,0,0,0
"2272",0,0,65,57,52,100,256,5,0,0,0,0,60,0,29,19,8,0,0,1,0,0
"2273",0,0,57,69,58,88,0,2,0,0,0,0,92,3,19,0,6,1,0,0,0,0
"2274",0,0,66,8,114,68,0,0,0,0,0,0,83,8,42,0,2,1,0,0,0,0
"2275",0,0,63,54,44,95,74,1,0,0,0,0,80,22,14,22,5,0,0,0,0,0
"2276",0,0,84,13,72,100,127,0,0,0,0,0,100,0,75,8,8,0,0,1,0,0
"2277",0,0,65,73,69,96,149,0,0,0,0,0,78,11,48,23,6,0,0,0,0,0
"2278",0,0,66,97,54,25,84,3,0,0,0,0,100,21,25,4,5,0,0,0,0,0
"2279",0,0,57,71,36,80,57,1,0,0,0,0,91,10,40,10,6,0,0,0,0,0
"2280",0,0,59,86,79,60,148,0,0,0,0,0,100,11,60,10,5,0,0,0,0,0
"2281",0,0,79,71,86,100,170,0,0,0,0,0,100,0,25,4,8,0,0,1,0,0
"2282",0,0,85,2,151,94,329,0,0,0,0,0,29,61,13,16,6,0,0,0,0,0
"2283",0,0,57,0,80,33,137,0,0,1,0,0,100,0,100,3,7,0,0,1,0,0
"2284",0,0,74,23,91,100,194,5,0,0,0,0,56,0,47,36,8,0,0,1,0,0
"2285",0,0,80,16,88,100,388,1,0,0,0,0,74,0,14,42,8,0,0,1,0,0
"2286",0,0,91,7,143,100,356,0,0,0,0,0,40,0,22,9,8,0,0,1,0,0
"2287",0,0,68,84,84,86,244,0,0,0,0,0,56,51,29,21,5,0,0,0,0,0
"2288",0,0,84,27,125,100,308,0,0,0,0,0,70,0,37,27,8,0,0,1,0,0
"2289",0,0,69,28,57,94,127,2,0,0,0,0,60,9,28,18,6,0,0,0,0,0
"2290",0,0,71,0,156,91,22,0,0,0,0,0,75,12,36,7,2,0,0,0,0,0
"2291",0,0,65,54,113,89,330,1,0,0,0,0,78,25,16,21,6,0,0,0,0,0
"2292",0,0,58,76,52,95,272,8,0,0,0,0,86,55,32,22,5,0,0,0,0,0
"2293",0,0,68,52,42,85,80,1,0,0,0,0,100,16,46,13,6,0,0,0,0,0
"2294",0,0,60,44,74,75,187,1,0,0,0,0,50,4,38,24,6,0,0,0,0,0
"2295",0,0,60,112,22,100,37,8,0,0,0,0,100,0,55,11,8,0,0,1,0,0
"2296",0,0,79,40,54,100,168,0,0,0,0,0,88,0,34,29,8,0,0,1,0,0
"2297",0,0,67,65,96,50,44,2,0,0,0,0,80,36,0,14,2,0,0,0,0,0
"2298",0,0,67,59,44,93,85,0,0,0,0,0,83,45,33,16,6,0,0,0,0,0
"2299",0,0,76,51,108,100,210,4,0,0,0,0,84,0,56,61,8,0,0,1,0,0
"2300",0,0,90,0,146,100,406,0,0,0,0,0,60,0,36,11,8,0,0,1,0,0
"2301",0,0,85,7,79,97,214,0,0,0,0,0,50,39,33,33,6,0,0,0,0,0
"2302",0,0,58,70,78,92,264,4,0,0,0,0,94,1,28,25,6,0,0,0,0,0
"2303",0,0,72,8,34,88,56,1,0,0,0,0,100,32,38,8,6,0,0,0,0,0
"2304",0,0,67,20,66,80,199,4,0,0,0,0,30,11,13,40,4,0,0,0,0,0
"2305",0,0,68,66,107,100,169,1,0,0,0,0,82,0,32,7,8,0,0,1,0,0
"2306",0,0,68,70,33,100,168,3,0,0,0,0,100,0,38,27,8,0,0,1,0,0
"2307",0,0,84,14,74,100,80,2,0,0,0,0,43,0,21,2,8,0,0,1,0,0
"2308",0,0,86,2,68,100,97,0,0,0,0,0,25,0,12,33,8,0,0,1,0,0
"2309",0,0,66,47,95,100,226,0,0,0,0,0,67,0,23,22,8,0,0,1,0,0
"2310",1,1,20,0,0,20,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1
"2311",0,0,73,19,84,97,305,0,0,0,0,0,53,5,40,31,6,0,0,0,0,0
"2312",0,0,55,8,62,86,248,2,0,0,0,0,75,3,64,22,5,0,0,0,0,0
"2313",0,0,60,27,105,77,288,1,0,0,0,0,73,3,36,22,5,0,0,0,0,0
"2314",1,1,20,0,0,20,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1
"2315",0,0,58,73,62,93,109,1,0,0,0,0,80,4,27,15,6,0,0,0,0,0
"2316",0,0,89,0,80,100,135,0,0,0,0,0,22,0,17,30,8,0,0,1,0,0
"2317",0,0,66,81,117,100,340,0,0,0,0,0,75,0,11,36,8,0,0,1,0,0
"2318",0,0,70,55,27,100,45,1,0,0,0,0,100,0,67,4,8,0,0,1,0,0
"2319",0,0,63,54,85,88,143,2,0,0,0,0,75,6,24,10,3,0,0,0,0,0
"2320",0,0,74,36,26,100,103,3,0,0,0,0,60,0,38,8,8,0,0,1,0,0
"2321",0,0,83,9,32,100,83,3,0,0,0,0,71,0,56,9,8,0,0,1,0,0
"2322",0,0,61,74,50,80,0,0,0,0,0,0,100,14,0,5,2,1,0,0,0,0
"2323",0,0,76,4,87,96,384,0,0,0,0,0,45,32,26,27,3,0,0,0,0,0
"2324",0,0,62,50,79,98,226,1,0,0,0,0,80,76,21,42,6,0,0,0,0,0
"2325",0,0,84,1,145,93,424,0,0,0,0,0,57,19,47,15,6,0,0,0,0,0
"2326",1,1,20,0,0,20,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1
"2327",0,0,67,60,58,95,246,2,0,0,0,0,73,43,37,19,3,0,0,0,0,0
"2328",0,0,82,34,133,100,311,0,0,0,0,0,60,0,22,21,8,0,0,1,0,0
"2329",0,0,68,43,81,94,50,2,0,0,0,0,42,44,22,1,6,0,0,0,0,0
"2330",0,0,65,65,66,96,163,3,0,0,0,0,95,0,34,47,7,0,0,1,0,0
"2331",1,1,20,0,0,20,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1
"2332",0,0,86,4,106,100,244,0,0,0,0,0,25,0,7,11,8,0,0,1,0,0
"2333",0,0,68,68,60,100,117,2,0,0,0,0,100,0,42,31,8,0,0,1,0,0
"2334",0,0,80,0,20,100,31,1,0,0,0,0,67,0,67,3,8,0,0,1,0,0
"2335",0,0,80,57,68,100,342,1,0,0,0,0,83,0,57,28,8,0,0,1,0,0
"2336",0,0,69,43,35,100,70,4,0,0,0,0,60,0,25,24,8,0,0,1,0,0
"2337",0,0,93,0,124,100,264,0,0,0,0,0,9,0,0,26,8,0,0,1,0,0
"2338",0,0,73,28,87,95,385,0,0,0,0,0,36,4,15,20,6,0,0,0,0,0
"2339",0,0,59,39,67,100,139,0,0,0,0,0,50,0,7,28,8,0,0,1,0,0
"2340",0,0,68,24,66,90,142,2,0,0,0,0,53,19,23,40,3,0,0,0,0,0
"2341",0,0,64,0,47,50,56,0,0,1,0,0,100,20,50,4,5,0,0,0,0,0
"2342",0,0,54,76,58,95,172,0,0,0,0,0,65,4,19,21,6,0,0,0,0,0
"2343",0,0,64,91,62,100,209,2,0,0,0,0,63,0,47,43,8,0,0,1,0,0
"2344",0,0,73,0,16,100,16,2,0,1,0,0,100,0,100,1,8,0,0,1,0,0
"2345",1,1,20,0,0,20,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1
"2346",0,0,74,41,27,100,42,0,0,0,0,0,57,0,25,8,8,0,0,1,0,0
"2347",0,0,57,98,30,89,61,2,0,0,0,0,100,23,67,9,6,0,0,0,0,0
"2348",0,0,68,45,71,92,255,0,0,0,0,0,100,57,42,12,2,0,0,0,0,0
"2349",0,0,83,21,69,100,108,1,0,0,0,0,67,0,63,8,8,0,0,1,0,0
"2350",0,0,68,90,89,100,272,0,0,0,0,0,86,0,27,33,8,0,0,1,0,0
"2351",0,0,73,15,49,95,102,0,0,0,0,0,60,0,27,22,6,0,0,1,0,0
"2352",0,0,67,42,47,100,158,1,0,0,0,0,67,0,45,29,7,0,0,1,0,0
"2353",0,0,75,3,74,92,273,4,0,0,0,0,67,11,62,26,2,0,0,0,0,0
"2354",0,0,80,5,106,88,277,0,0,0,0,0,45,9,24,17,6,0,0,0,0,0
"2355",1,1,20,0,0,20,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1
"2356",0,0,88,0,101,100,137,0,0,0,0,0,33,0,64,11,8,0,0,1,0,0
"2357",0,0,75,77,102,86,267,0,0,0,0,0,100,36,57,7,2,0,0,0,0,0
"2358",0,0,67,82,14,100,14,1,0,0,0,0,100,0,0,2,8,0,0,1,0,0
"2359",0,0,77,34,76,100,183,1,0,0,0,0,45,0,9,32,8,0,0,1,0,0
"2360",0,0,80,3,71,100,163,1,0,0,0,0,32,0,9,33,8,0,0,1,0,0
"2361",0,0,89,5,60,100,131,0,0,0,0,0,40,0,17,6,8,0,0,1,0,0
"2362",0,0,70,29,79,95,151,1,0,0,0,0,81,24,21,39,6,0,0,0,0,0
"2363",0,0,90,2,106,100,274,0,0,0,0,0,20,0,21,33,8,0,0,1,0,0
"2364",0,0,89,18,96,100,209,1,0,0,0,0,71,0,38,26,8,0,0,1,0,0
"2365",0,0,82,7,75,100,193,5,0,0,0,0,33,0,38,37,8,0,0,1,0,0
"2366",0,0,88,2,127,100,277,0,0,0,0,0,45,0,40,25,8,0,0,1,0,0
"2367",0,0,81,26,99,100,179,0,0,0,0,0,60,0,26,19,8,0,0,1,0,0
"2368",0,0,78,7,89,100,266,1,0,0,0,0,75,0,40,5,8,0,0,1,0,0
"2369",0,0,79,1,56,100,185,1,0,0,0,0,50,0,38,40,8,0,0,1,0,0
"2370",0,0,66,32,51,86,162,6,0,0,0,0,64,26,45,22,2,0,0,0,0,0
"2371",0,0,77,9,91,94,191,0,0,0,0,0,44,9,35,17,3,0,0,0,0,0
"2372",0,0,81,0,31,100,0,1,0,0,0,0,13,0,18,11,8,1,0,1,0,0
"2373",0,0,67,42,111,87,51,2,0,0,0,0,67,32,20,9,6,0,0,0,0,0
"2374",0,0,67,30,89,87,187,1,0,0,0,0,55,12,13,55,4,0,0,0,0,0
"2375",0,0,55,0,97,67,134,1,0,0,0,0,33,7,50,6,6,0,0,0,0,0
"2376",0,0,69,88,87,92,380,0,0,0,0,0,80,37,23,13,6,0,0,0,0,0
"2377",0,0,77,49,87,100,195,1,0,0,0,0,58,0,13,46,8,0,0,1,0,0
"2378",0,0,73,25,80,88,126,1,0,0,0,0,43,12,24,25,2,0,0,0,0,0
"2379",0,0,77,48,172,100,318,0,0,0,0,0,92,0,29,17,8,0,0,1,0,0
"2380",0,0,79,82,94,100,222,0,0,0,0,0,88,0,42,24,8,0,0,1,0,0
"2381",0,0,79,12,88,100,463,1,0,0,0,0,56,0,20,46,8,0,0,1,0,0
"2382",0,0,85,5,105,100,232,2,0,0,0,0,46,0,39,41,8,0,0,1,0,0
"2383",0,0,75,0,73,92,131,0,0,0,0,0,33,19,46,13,2,0,0,0,0,0
"2384",1,1,20,0,0,20,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1
"2385",0,0,85,8,62,100,169,0,0,0,0,0,71,0,33,12,8,0,0,1,0,0
"2386",0,0,73,56,48,100,104,2,0,0,0,0,50,0,11,9,8,0,0,1,0,0
"2387",0,0,87,3,88,100,133,0,0,0,0,0,67,0,14,22,8,0,0,1,0,0
"2388",0,0,70,94,108,80,315,2,0,0,0,0,100,48,30,10,4,0,0,0,0,0
"2389",0,0,63,75,8,100,11,7,0,0,0,0,100,0,0,2,8,0,0,1,0,0
"2390",0,0,87,4,78,100,273,1,0,0,0,0,44,0,23,22,8,0,0,1,0,0
"2391",0,0,56,8,63,72,124,1,0,0,0,0,86,2,62,29,4,0,0,0,0,0
"2392",0,0,73,40,66,92,178,2,0,0,0,0,83,56,54,13,2,0,0,0,0,0
"2393",0,0,57,12,72,88,246,3,0,0,0,0,89,3,73,40,3,0,0,0,0,0
"2394",0,0,64,76,56,91,0,0,0,0,0,0,100,12,27,0,3,1,0,0,0,0
"2395",0,0,76,54,81,100,162,0,0,0,0,0,83,0,40,15,8,0,0,1,0,0
"2396",0,0,56,43,37,93,82,1,0,0,0,0,73,17,57,30,6,0,0,0,0,0
"2397",0,0,67,77,96,89,159,10,0,0,0,0,71,0,22,9,6,0,0,1,0,0
"2398",0,0,78,6,99,94,238,3,0,0,0,0,70,37,44,32,5,0,0,0,0,0
"2399",0,0,78,39,63,100,125,0,0,0,0,0,100,0,55,20,8,0,0,1,0,0
"2400",0,0,61,0,114,76,183,0,0,0,0,0,33,1,18,17,2,0,0,0,0,0
"2401",0,0,76,21,61,95,208,2,0,0,0,0,67,22,38,21,6,0,0,0,0,0
"2402",0,0,64,68,92,100,241,5,0,0,0,0,65,0,33,50,8,0,0,1,0,0
"2403",0,0,60,42,55,92,134,0,0,0,0,0,89,5,46,39,6,0,0,0,0,0
"2404",0,0,63,90,41,83,126,1,0,0,0,0,100,8,50,6,5,0,0,0,0,0
"2405",0,0,60,55,73,81,132,0,0,0,0,0,56,7,38,21,3,0,0,0,0,0
"2406",0,0,61,0,59,25,114,0,0,0,0,0,40,3,63,8,4,0,0,0,0,0
"2407",0,0,75,57,124,100,300,0,0,0,0,0,100,0,39,23,8,0,0,1,0,0
"2408",0,0,76,24,66,100,219,0,0,0,0,0,35,0,25,24,8,0,0,1,0,0
"2409",0,0,61,48,20,100,105,0,0,0,0,0,73,0,61,28,8,0,0,1,0,0
"2410",0,0,59,0,86,91,184,5,0,0,0,0,60,0,55,24,6,0,0,0,0,0
"2411",0,0,60,103,36,71,70,0,0,0,0,0,100,11,43,7,3,0,0,0,0,0
"2412",0,0,63,83,111,97,349,0,0,0,0,0,91,16,6,35,6,0,0,0,0,0
"2413",0,0,72,77,67,95,313,0,0,0,0,0,44,0,19,31,6,0,0,1,0,0
"2414",0,0,82,27,65,100,151,0,0,0,0,0,43,0,7,14,8,0,0,1,0,0
"2415",0,0,73,49,86,100,354,1,0,0,0,0,70,0,38,26,8,0,0,1,0,0
"2416",0,0,78,0,57,100,117,1,0,0,0,0,20,0,30,24,8,0,0,1,0,0
"2417",0,0,65,55,84,85,208,0,0,0,0,0,67,18,20,20,6,0,0,0,0,0
"2418",0,0,55,97,10,100,25,1,0,0,0,0,100,0,17,6,8,0,0,1,0,0
