"","Zuzanna","Lena","Maja","Hanna","Zofia","Amelia","Alicja","Aleksandra","Natalia","Wiktoria","Emilia","Antonina","Laura","Anna","Nadia","Pola","Liliana","datProb1"
"2205",0,78,57,91,100,197,5,0,0,67,0,41,17,8,0,0,1,2
"2206",0,79,26,62,100,49,1,0,0,71,0,36,6,8,0,0,1,2
"2207",0,85,12,183,100,446,0,0,0,75,0,67,9,8,0,0,1,1
"2208",0,66,58,33,100,93,2,0,0,63,0,33,24,8,0,0,1,2
"2209",1,20,0,0,20,0,0,1,1,0,0,0,0,0,1,1,1,2
"2210",0,71,17,62,91,266,0,0,0,33,5,23,22,6,0,0,0,1
"2211",0,62,49,66,91,150,3,0,0,50,2,20,45,2,0,0,0,2
"2212",0,73,71,61,100,126,1,0,0,88,0,45,11,8,0,0,1,2
"2213",0,89,2,95,100,324,0,0,0,83,0,17,18,8,0,0,1,1
"2214",0,83,5,70,100,282,0,0,0,56,0,32,19,8,0,0,1,1
"2215",0,89,2,87,100,277,1,0,0,30,0,30,27,8,0,0,1,1
"2216",0,70,95,85,100,183,0,0,0,89,0,31,12,8,0,0,1,2
"2217",0,68,23,114,88,252,0,0,0,83,5,53,17,5,0,0,0,1
"2218",0,68,27,117,89,235,3,0,0,83,0,53,19,2,0,0,0,1
"2219",1,20,0,0,20,0,0,1,1,0,0,0,0,0,1,1,1,2
"2220",0,67,21,65,79,269,0,0,0,58,3,33,24,6,0,0,0,1
"2221",0,66,74,69,100,150,0,0,0,100,0,34,34,8,0,0,1,2
"2222",0,64,0,70,50,81,0,0,1,100,30,50,2,2,0,0,0,2
"2223",0,75,27,66,98,200,1,0,0,31,26,45,40,6,0,0,0,2
"2224",0,85,17,81,100,171,0,0,0,40,0,32,22,8,0,0,1,2
"2225",0,65,42,17,100,33,8,0,0,80,0,33,15,8,0,0,1,2
"2226",0,72,24,84,95,295,0,0,0,57,8,53,19,2,0,0,0,1
"2227",0,63,60,90,95,426,2,0,0,82,36,32,19,5,0,0,0,1
"2228",0,73,36,54,100,134,4,0,0,72,0,50,54,8,0,0,1,2
"2229",0,66,92,44,93,134,1,0,0,91,54,53,15,3,0,0,0,2
"2230",0,78,3,88,88,215,0,0,0,33,1,20,26,5,0,0,0,1
"2231",0,88,2,79,100,273,0,0,0,36,0,30,37,8,0,0,1,1
"2232",0,62,70,64,86,164,0,0,0,75,5,19,21,6,0,0,0,2
"2233",0,81,10,45,100,0,1,0,0,50,0,46,0,8,1,0,1,2
"2234",0,64,18,70,91,190,0,0,0,52,7,20,35,6,0,0,0,2
"2235",0,80,13,72,100,192,1,0,0,63,0,39,23,8,0,0,1,2
"2236",0,68,2,131,95,298,4,0,0,70,3,59,78,6,0,0,0,1
"2237",0,84,19,50,100,132,0,0,0,86,0,36,22,8,0,0,1,2
"2238",0,66,32,71,83,160,1,0,0,86,15,44,18,6,0,0,0,2
"2239",0,86,1,64,100,253,0,0,0,17,0,19,66,8,0,0,1,1
"2240",0,79,30,89,100,173,0,0,0,80,0,25,12,8,0,0,1,2
"2241",0,67,67,71,100,163,1,0,0,67,0,36,14,8,0,0,1,2
"2242",0,73,64,69,100,203,0,0,0,92,0,32,19,8,0,0,1,1
"2243",0,62,49,88,88,236,3,0,0,75,10,23,45,6,0,0,0,1
"2244",0,73,71,83,100,257,1,0,0,100,0,29,7,8,0,0,1,1
"2245",0,57,95,71,75,156,1,0,0,100,6,56,16,2,0,0,0,2
"2246",0,70,32,72,83,245,3,0,0,62,38,39,18,6,0,0,0,1
"2247",0,80,1,76,97,208,0,0,0,35,23,13,31,5,0,0,0,1
"2248",1,20,0,0,20,0,0,1,1,0,0,0,0,0,1,1,1,2
"2249",0,63,73,42,100,105,3,0,0,83,0,33,18,8,0,0,1,2
"2250",0,81,19,87,100,158,5,0,0,63,0,31,36,7,0,0,1,2
"2251",0,84,4,61,100,83,1,0,0,56,0,41,19,8,0,0,1,2
"2252",0,59,71,62,100,174,3,0,0,75,0,20,38,8,0,0,1,2
"2253",0,65,18,79,61,134,0,0,0,57,9,30,23,2,0,0,0,2
"2254",0,91,2,117,100,284,0,0,0,50,0,33,12,8,0,0,1,1
"2255",0,82,9,92,100,495,0,0,0,35,0,24,29,8,0,0,1,1
"2256",0,75,4,54,94,127,6,0,0,56,47,44,16,6,0,0,0,2
"2257",0,75,89,59,100,121,5,0,0,67,0,40,25,8,0,0,1,2
"2258",0,76,68,112,100,245,0,0,0,67,0,24,22,8,0,0,1,1
"2259",0,89,1,92,100,167,0,0,0,60,0,38,16,8,0,0,1,2
"2260",0,73,27,30,100,111,5,0,0,80,0,50,20,8,0,0,1,2
"2261",0,66,66,11,100,19,2,0,0,100,0,40,5,8,0,0,1,2
"2262",0,87,10,154,100,430,0,0,0,60,0,21,14,8,0,0,1,1
"2263",0,73,21,88,89,190,3,0,0,63,12,39,28,6,0,0,0,2
"2264",0,58,45,22,83,39,3,0,0,88,6,8,12,6,0,0,0,2
"2265",0,71,53,117,75,0,0,0,0,67,63,72,29,3,1,0,0,2
"2266",0,79,2,128,100,286,3,0,0,38,0,18,32,8,0,0,1,1
"2267",0,63,15,47,83,276,3,0,0,64,9,40,64,3,0,0,0,1
"2268",0,80,20,77,100,237,2,0,0,64,0,31,26,8,0,0,1,1
"2269",0,64,74,15,100,221,1,0,0,100,0,29,15,8,0,0,1,1
"2270",0,84,11,57,100,131,0,0,0,83,0,56,10,8,0,0,1,2
"2271",0,76,4,64,89,121,1,0,0,67,16,50,18,6,0,0,0,2
"2272",0,65,57,52,100,256,5,0,0,60,0,29,19,8,0,0,1,1
"2273",0,57,69,58,88,0,2,0,0,92,3,19,0,6,1,0,0,2
"2274",0,66,8,114,68,0,0,0,0,83,8,42,0,2,1,0,0,2
"2275",0,63,54,44,95,74,1,0,0,80,22,14,22,5,0,0,0,2
"2276",0,84,13,72,100,127,0,0,0,100,0,75,8,8,0,0,1,2
"2277",0,65,73,69,96,149,0,0,0,78,11,48,23,6,0,0,0,2
"2278",0,66,97,54,25,84,3,0,0,100,21,25,4,5,0,0,0,2
"2279",0,57,71,36,80,57,1,0,0,91,10,40,10,6,0,0,0,2
"2280",0,59,86,79,60,148,0,0,0,100,11,60,10,5,0,0,0,2
"2281",0,79,71,86,100,170,0,0,0,100,0,25,4,8,0,0,1,2
"2282",0,85,2,151,94,329,0,0,0,29,61,13,16,6,0,0,0,1
"2283",0,57,0,80,33,137,0,0,1,100,0,100,3,7,0,0,1,2
"2284",0,74,23,91,100,194,5,0,0,56,0,47,36,8,0,0,1,2
"2285",0,80,16,88,100,388,1,0,0,74,0,14,42,8,0,0,1,1
"2286",0,91,7,143,100,356,0,0,0,40,0,22,9,8,0,0,1,1
"2287",0,68,84,84,86,244,0,0,0,56,51,29,21,5,0,0,0,1
"2288",0,84,27,125,100,308,0,0,0,70,0,37,27,8,0,0,1,1
"2289",0,69,28,57,94,127,2,0,0,60,9,28,18,6,0,0,0,2
"2290",0,71,0,156,91,22,0,0,0,75,12,36,7,2,0,0,0,2
"2291",0,65,54,113,89,330,1,0,0,78,25,16,21,6,0,0,0,1
"2292",0,58,76,52,95,272,8,0,0,86,55,32,22,5,0,0,0,1
"2293",0,68,52,42,85,80,1,0,0,100,16,46,13,6,0,0,0,2
"2294",0,60,44,74,75,187,1,0,0,50,4,38,24,6,0,0,0,2
"2295",0,60,112,22,100,37,8,0,0,100,0,55,11,8,0,0,1,2
"2296",0,79,40,54,100,168,0,0,0,88,0,34,29,8,0,0,1,2
"2297",0,67,65,96,50,44,2,0,0,80,36,0,14,2,0,0,0,2
"2298",0,67,59,44,93,85,0,0,0,83,45,33,16,6,0,0,0,2
"2299",0,76,51,108,100,210,4,0,0,84,0,56,61,8,0,0,1,1
"2300",0,90,0,146,100,406,0,0,0,60,0,36,11,8,0,0,1,1
"2301",0,85,7,79,97,214,0,0,0,50,39,33,33,6,0,0,0,1
"2302",0,58,70,78,92,264,4,0,0,94,1,28,25,6,0,0,0,1
"2303",0,72,8,34,88,56,1,0,0,100,32,38,8,6,0,0,0,2
"2304",0,67,20,66,80,199,4,0,0,30,11,13,40,4,0,0,0,2
"2305",0,68,66,107,100,169,1,0,0,82,0,32,7,8,0,0,1,2
"2306",0,68,70,33,100,168,3,0,0,100,0,38,27,8,0,0,1,2
"2307",0,84,14,74,100,80,2,0,0,43,0,21,2,8,0,0,1,2
"2308",0,86,2,68,100,97,0,0,0,25,0,12,33,8,0,0,1,2
"2309",0,66,47,95,100,226,0,0,0,67,0,23,22,8,0,0,1,1
"2310",1,20,0,0,20,0,0,1,1,0,0,0,0,0,1,1,1,2
"2311",0,73,19,84,97,305,0,0,0,53,5,40,31,6,0,0,0,1
"2312",0,55,8,62,86,248,2,0,0,75,3,64,22,5,0,0,0,1
"2313",0,60,27,105,77,288,1,0,0,73,3,36,22,5,0,0,0,1
"2314",1,20,0,0,20,0,0,1,1,0,0,0,0,0,1,1,1,2
"2315",0,58,73,62,93,109,1,0,0,80,4,27,15,6,0,0,0,2
"2316",0,89,0,80,100,135,0,0,0,22,0,17,30,8,0,0,1,2
"2317",0,66,81,117,100,340,0,0,0,75,0,11,36,8,0,0,1,1
"2318",0,70,55,27,100,45,1,0,0,100,0,67,4,8,0,0,1,2
"2319",0,63,54,85,88,143,2,0,0,75,6,24,10,3,0,0,0,2
"2320",0,74,36,26,100,103,3,0,0,60,0,38,8,8,0,0,1,2
"2321",0,83,9,32,100,83,3,0,0,71,0,56,9,8,0,0,1,2
"2322",0,61,74,50,80,0,0,0,0,100,14,0,5,2,1,0,0,2
"2323",0,76,4,87,96,384,0,0,0,45,32,26,27,3,0,0,0,1
"2324",0,62,50,79,98,226,1,0,0,80,76,21,42,6,0,0,0,1
"2325",0,84,1,145,93,424,0,0,0,57,19,47,15,6,0,0,0,1
"2326",1,20,0,0,20,0,0,1,1,0,0,0,0,0,1,1,1,2
"2327",0,67,60,58,95,246,2,0,0,73,43,37,19,3,0,0,0,1
"2328",0,82,34,133,100,311,0,0,0,60,0,22,21,8,0,0,1,1
"2329",0,68,43,81,94,50,2,0,0,42,44,22,1,6,0,0,0,2
"2330",0,65,65,66,96,163,3,0,0,95,0,34,47,7,0,0,1,2
"2331",1,20,0,0,20,0,0,1,1,0,0,0,0,0,1,1,1,2
"2332",0,86,4,106,100,244,0,0,0,25,0,7,11,8,0,0,1,1
"2333",0,68,68,60,100,117,2,0,0,100,0,42,31,8,0,0,1,2
"2334",0,80,0,20,100,31,1,0,0,67,0,67,3,8,0,0,1,2
"2335",0,80,57,68,100,342,1,0,0,83,0,57,28,8,0,0,1,1
"2336",0,69,43,35,100,70,4,0,0,60,0,25,24,8,0,0,1,2
"2337",0,93,0,124,100,264,0,0,0,9,0,0,26,8,0,0,1,1
"2338",0,73,28,87,95,385,0,0,0,36,4,15,20,6,0,0,0,1
"2339",0,59,39,67,100,139,0,0,0,50,0,7,28,8,0,0,1,2
"2340",0,68,24,66,90,142,2,0,0,53,19,23,40,3,0,0,0,2
"2341",0,64,0,47,50,56,0,0,1,100,20,50,4,5,0,0,0,2
"2342",0,54,76,58,95,172,0,0,0,65,4,19,21,6,0,0,0,2
"2343",0,64,91,62,100,209,2,0,0,63,0,47,43,8,0,0,1,1
"2344",0,73,0,16,100,16,2,0,1,100,0,100,1,8,0,0,1,2
"2345",1,20,0,0,20,0,0,1,1,0,0,0,0,0,1,1,1,2
"2346",0,74,41,27,100,42,0,0,0,57,0,25,8,8,0,0,1,2
"2347",0,57,98,30,89,61,2,0,0,100,23,67,9,6,0,0,0,2
"2348",0,68,45,71,92,255,0,0,0,100,57,42,12,2,0,0,0,1
"2349",0,83,21,69,100,108,1,0,0,67,0,63,8,8,0,0,1,2
"2350",0,68,90,89,100,272,0,0,0,86,0,27,33,8,0,0,1,1
"2351",0,73,15,49,95,102,0,0,0,60,0,27,22,6,0,0,1,2
"2352",0,67,42,47,100,158,1,0,0,67,0,45,29,7,0,0,1,2
"2353",0,75,3,74,92,273,4,0,0,67,11,62,26,2,0,0,0,1
"2354",0,80,5,106,88,277,0,0,0,45,9,24,17,6,0,0,0,1
"2355",1,20,0,0,20,0,0,1,1,0,0,0,0,0,1,1,1,2
"2356",0,88,0,101,100,137,0,0,0,33,0,64,11,8,0,0,1,2
"2357",0,75,77,102,86,267,0,0,0,100,36,57,7,2,0,0,0,1
"2358",0,67,82,14,100,14,1,0,0,100,0,0,2,8,0,0,1,2
"2359",0,77,34,76,100,183,1,0,0,45,0,9,32,8,0,0,1,2
"2360",0,80,3,71,100,163,1,0,0,32,0,9,33,8,0,0,1,2
"2361",0,89,5,60,100,131,0,0,0,40,0,17,6,8,0,0,1,2
"2362",0,70,29,79,95,151,1,0,0,81,24,21,39,6,0,0,0,2
"2363",0,90,2,106,100,274,0,0,0,20,0,21,33,8,0,0,1,1
"2364",0,89,18,96,100,209,1,0,0,71,0,38,26,8,0,0,1,1
"2365",0,82,7,75,100,193,5,0,0,33,0,38,37,8,0,0,1,2
"2366",0,88,2,127,100,277,0,0,0,45,0,40,25,8,0,0,1,1
"2367",0,81,26,99,100,179,0,0,0,60,0,26,19,8,0,0,1,2
"2368",0,78,7,89,100,266,1,0,0,75,0,40,5,8,0,0,1,1
"2369",0,79,1,56,100,185,1,0,0,50,0,38,40,8,0,0,1,2
"2370",0,66,32,51,86,162,6,0,0,64,26,45,22,2,0,0,0,2
"2371",0,77,9,91,94,191,0,0,0,44,9,35,17,3,0,0,0,2
"2372",0,81,0,31,100,0,1,0,0,13,0,18,11,8,1,0,1,2
"2373",0,67,42,111,87,51,2,0,0,67,32,20,9,6,0,0,0,2
"2374",0,67,30,89,87,187,1,0,0,55,12,13,55,4,0,0,0,2
"2375",0,55,0,97,67,134,1,0,0,33,7,50,6,6,0,0,0,2
"2376",0,69,88,87,92,380,0,0,0,80,37,23,13,6,0,0,0,1
"2377",0,77,49,87,100,195,1,0,0,58,0,13,46,8,0,0,1,2
"2378",0,73,25,80,88,126,1,0,0,43,12,24,25,2,0,0,0,2
"2379",0,77,48,172,100,318,0,0,0,92,0,29,17,8,0,0,1,1
"2380",0,79,82,94,100,222,0,0,0,88,0,42,24,8,0,0,1,1
"2381",0,79,12,88,100,463,1,0,0,56,0,20,46,8,0,0,1,1
"2382",0,85,5,105,100,232,2,0,0,46,0,39,41,8,0,0,1,1
"2383",0,75,0,73,92,131,0,0,0,33,19,46,13,2,0,0,0,2
"2384",1,20,0,0,20,0,0,1,1,0,0,0,0,0,1,1,1,2
"2385",0,85,8,62,100,169,0,0,0,71,0,33,12,8,0,0,1,2
"2386",0,73,56,48,100,104,2,0,0,50,0,11,9,8,0,0,1,2
"2387",0,87,3,88,100,133,0,0,0,67,0,14,22,8,0,0,1,2
"2388",0,70,94,108,80,315,2,0,0,100,48,30,10,4,0,0,0,1
"2389",0,63,75,8,100,11,7,0,0,100,0,0,2,8,0,0,1,2
"2390",0,87,4,78,100,273,1,0,0,44,0,23,22,8,0,0,1,1
"2391",0,56,8,63,72,124,1,0,0,86,2,62,29,4,0,0,0,2
"2392",0,73,40,66,92,178,2,0,0,83,56,54,13,2,0,0,0,2
"2393",0,57,12,72,88,246,3,0,0,89,3,73,40,3,0,0,0,1
"2394",0,64,76,56,91,0,0,0,0,100,12,27,0,3,1,0,0,2
"2395",0,76,54,81,100,162,0,0,0,83,0,40,15,8,0,0,1,2
"2396",0,56,43,37,93,82,1,0,0,73,17,57,30,6,0,0,0,2
"2397",0,67,77,96,89,159,10,0,0,71,0,22,9,6,0,0,1,2
"2398",0,78,6,99,94,238,3,0,0,70,37,44,32,5,0,0,0,1
"2399",0,78,39,63,100,125,0,0,0,100,0,55,20,8,0,0,1,2
"2400",0,61,0,114,76,183,0,0,0,33,1,18,17,2,0,0,0,2
"2401",0,76,21,61,95,208,2,0,0,67,22,38,21,6,0,0,0,1
"2402",0,64,68,92,100,241,5,0,0,65,0,33,50,8,0,0,1,1
"2403",0,60,42,55,92,134,0,0,0,89,5,46,39,6,0,0,0,2
"2404",0,63,90,41,83,126,1,0,0,100,8,50,6,5,0,0,0,2
"2405",0,60,55,73,81,132,0,0,0,56,7,38,21,3,0,0,0,2
"2406",0,61,0,59,25,114,0,0,0,40,3,63,8,4,0,0,0,2
"2407",0,75,57,124,100,300,0,0,0,100,0,39,23,8,0,0,1,1
"2408",0,76,24,66,100,219,0,0,0,35,0,25,24,8,0,0,1,1
"2409",0,61,48,20,100,105,0,0,0,73,0,61,28,8,0,0,1,2
"2410",0,59,0,86,91,184,5,0,0,60,0,55,24,6,0,0,0,2
"2411",0,60,103,36,71,70,0,0,0,100,11,43,7,3,0,0,0,2
"2412",0,63,83,111,97,349,0,0,0,91,16,6,35,6,0,0,0,1
"2413",0,72,77,67,95,313,0,0,0,44,0,19,31,6,0,0,1,1
"2414",0,82,27,65,100,151,0,0,0,43,0,7,14,8,0,0,1,2
"2415",0,73,49,86,100,354,1,0,0,70,0,38,26,8,0,0,1,1
"2416",0,78,0,57,100,117,1,0,0,20,0,30,24,8,0,0,1,2
"2417",0,65,55,84,85,208,0,0,0,67,18,20,20,6,0,0,0,1
"2418",0,55,97,10,100,25,1,0,0,100,0,17,6,8,0,0,1,2
"2419",0,51,91,81,89,173,2,0,0,100,1,39,28,5,0,0,0,2
"2420",0,78,40,86,100,185,6,0,0,75,0,29,18,8,0,0,1,2
"2421",0,56,68,70,95,0,6,0,0,71,2,15,0,6,1,0,0,2
"2422",0,66,37,73,88,153,0,0,0,83,10,50,26,6,0,0,0,2
"2423",0,68,5,75,95,79,0,0,0,61,1,44,9,2,0,0,0,2
"2424",0,74,0,86,93,344,1,0,0,67,14,57,14,2,0,0,0,1
"2425",0,79,9,49,100,128,5,0,0,74,0,72,54,7,0,0,1,2
"2426",0,81,26,103,86,303,0,0,0,40,25,14,7,6,0,0,0,1
"2427",0,74,47,107,100,246,1,0,0,71,0,13,32,8,0,0,1,1
"2428",0,54,55,106,89,227,11,0,0,63,0,30,45,6,0,0,0,1
"2429",0,63,70,66,83,193,0,0,0,78,7,8,24,6,0,0,0,2
"2430",0,65,65,35,100,56,0,0,0,62,0,13,39,8,0,0,1,2
"2431",0,74,51,89,100,202,0,0,0,67,0,15,34,8,0,0,1,1
"2432",0,72,10,116,100,397,1,0,0,56,0,3,60,8,0,0,1,1
"2433",0,63,68,51,82,164,0,0,0,100,24,55,11,5,0,0,0,2
"2434",0,73,28,70,100,170,0,0,0,50,0,36,28,8,0,0,1,2
"2435",0,83,9,69,98,167,0,0,0,36,66,40,40,5,0,0,0,2
"2436",0,71,87,67,94,127,0,0,0,100,28,33,18,6,0,0,0,2
"2437",0,67,53,53,94,123,1,0,0,82,0,39,18,6,0,0,1,2
"2438",0,82,3,87,100,340,10,0,0,44,0,27,49,8,0,0,1,1
"2439",0,80,7,92,95,265,1,0,0,71,33,38,42,6,0,0,0,1
"2440",0,84,26,70,100,160,0,0,0,40,0,39,18,8,0,0,1,2
"2441",0,78,26,138,97,423,1,0,0,32,32,23,31,6,0,0,0,1
"2442",0,67,0,45,76,107,3,0,1,100,23,82,17,5,0,0,0,2
"2443",0,66,55,62,100,203,0,0,0,93,0,48,29,8,0,0,1,1
"2444",0,59,0,133,40,183,1,0,1,100,13,20,7,2,0,0,0,2
"2445",0,66,38,85,96,104,2,0,0,80,11,31,7,6,0,0,0,2
"2446",0,60,31,219,86,375,0,0,0,33,1,57,7,2,0,0,0,1
"2447",0,64,0,141,100,280,9,0,1,100,0,100,3,8,0,0,1,1
"2448",0,88,4,129,100,0,3,0,0,40,0,40,10,8,1,0,1,2
"2449",0,68,38,66,96,178,0,0,0,75,7,74,44,6,0,0,0,2
"2450",0,73,12,10,100,18,6,0,0,100,0,50,2,8,0,0,1,2
"2451",0,81,12,85,100,328,0,0,0,41,0,18,25,8,0,0,1,1
"2452",0,86,12,137,100,162,0,0,0,35,0,12,23,8,0,0,1,2
"2453",0,88,4,83,100,133,1,0,0,43,0,32,47,8,0,0,1,2
"2454",0,76,2,97,94,400,1,0,0,75,35,18,17,6,0,0,0,1
"2455",0,48,88,79,82,155,2,0,0,77,1,29,40,2,0,0,0,2
"2456",0,74,43,194,95,455,0,0,0,71,43,25,20,6,0,0,0,1
"2457",0,86,0,60,100,74,0,0,1,0,0,50,2,8,0,0,1,2
"2458",0,62,63,79,86,233,0,0,0,83,44,57,9,5,0,0,0,1
"2459",0,86,11,81,100,202,0,0,0,63,0,28,6,8,0,0,1,1
"2460",0,85,18,103,100,242,0,0,0,70,0,19,18,8,0,0,1,1
"2461",0,77,47,82,100,265,0,0,0,83,0,38,13,8,0,0,1,1
"2462",0,64,45,86,82,218,1,0,0,73,28,38,34,6,0,0,0,1
"2463",0,64,52,121,88,320,0,0,0,76,18,27,34,6,0,0,0,1
"2464",0,81,0,59,100,142,3,0,0,50,0,56,18,8,0,0,1,2
"2465",0,66,95,75,100,143,2,0,0,100,0,30,10,8,0,0,1,2
"2466",0,81,46,86,100,205,2,0,0,80,0,39,25,8,0,0,1,1
"2467",0,69,48,44,100,101,0,0,0,78,0,24,18,8,0,0,1,2
"2468",0,80,19,92,100,250,2,0,0,45,0,17,42,8,0,0,1,1
"2469",0,80,14,96,93,222,0,0,0,46,21,41,29,6,0,0,0,1
"2470",0,74,34,93,90,0,2,0,0,64,33,43,21,6,1,0,0,2
"2471",0,56,41,84,88,172,2,0,0,88,2,46,24,3,0,0,0,2
"2472",0,92,0,233,100,398,0,0,0,0,0,0,5,8,0,0,1,1
"2473",0,72,36,81,84,98,3,0,0,67,16,16,14,6,0,0,0,2
"2474",0,87,5,141,100,171,0,0,0,31,0,39,57,8,0,0,1,2
"2475",0,63,78,131,100,369,1,0,0,80,0,57,23,8,0,0,1,1
"2476",0,82,23,58,100,178,2,0,0,67,0,24,17,8,0,0,1,2
"2477",0,85,12,84,100,177,2,0,0,47,0,33,35,8,0,0,1,2
"2478",0,74,4,105,71,227,0,0,0,60,9,40,19,4,0,0,0,1
"2479",0,63,69,75,88,154,1,0,0,75,10,27,26,6,0,0,0,2
"2480",0,62,96,195,75,396,1,0,0,100,58,0,4,6,0,0,0,1
"2481",0,63,24,72,93,169,0,0,0,50,73,30,46,6,0,0,0,2
"2482",1,20,0,0,20,0,0,1,1,0,0,0,0,0,1,1,1,2
"2483",0,81,7,67,100,165,0,0,0,75,0,22,33,8,0,0,1,2
"2484",0,62,67,76,100,341,4,0,0,85,0,45,33,8,0,0,1,1
"2485",0,70,43,114,88,178,0,0,0,92,12,31,16,6,0,0,0,2
"2486",0,59,53,78,76,0,2,0,0,70,1,29,0,6,1,0,0,2
"2487",0,66,90,67,93,293,3,0,0,100,0,36,14,6,0,0,1,1
"2488",0,79,68,64,100,153,0,0,0,86,0,36,8,8,0,0,1,2
"2489",0,59,16,42,71,66,6,0,0,44,2,21,3,5,0,0,0,2
"2490",0,66,53,92,91,185,1,0,0,71,18,22,23,6,0,0,0,2
"2491",0,80,23,98,100,278,0,0,0,80,0,43,44,8,0,0,1,1
"2492",0,86,2,77,95,174,2,0,0,50,46,23,22,6,0,0,0,2
"2493",0,66,67,83,67,131,0,0,0,100,67,33,41,2,0,0,0,2
"2494",0,85,6,78,100,259,0,0,0,50,0,36,11,8,0,0,1,1
"2495",0,61,86,85,97,187,0,0,0,93,6,41,29,6,0,0,0,2
"2496",0,78,1,70,90,161,0,0,0,64,14,30,20,6,0,0,0,2
"2497",0,72,35,97,100,208,1,0,0,48,0,18,26,8,0,0,1,1
"2498",0,83,6,98,88,202,1,0,0,50,34,24,25,4,0,0,0,1
"2499",0,83,15,107,96,250,1,0,0,80,48,50,24,6,0,0,0,1
"2500",0,63,0,53,50,73,0,0,1,0,5,100,2,5,0,1,0,2
"2501",0,76,3,88,94,267,0,0,0,21,36,24,51,2,0,0,0,1
"2502",0,62,3,127,95,0,2,0,0,50,17,26,0,6,1,0,0,2
"2503",0,71,60,91,94,0,0,0,0,80,0,44,0,6,1,0,1,2
"2504",0,62,59,154,60,343,3,0,0,67,28,20,25,2,0,0,0,1
"2505",0,73,6,27,100,191,2,0,0,86,0,50,19,8,0,0,1,2
"2506",0,84,23,100,100,341,2,0,0,83,0,36,11,8,0,0,1,1
"2507",0,78,11,86,100,211,5,0,0,71,0,22,27,8,0,0,1,1
"2508",0,82,33,43,100,120,0,0,0,86,0,29,17,8,0,0,1,2
"2509",0,61,50,40,96,83,1,0,0,69,1,26,23,6,0,0,0,2
"2510",0,76,8,39,100,104,2,0,0,50,0,23,23,8,0,0,1,2
"2511",0,84,9,100,94,156,0,0,0,27,32,19,29,6,0,0,0,2
"2512",0,87,9,127,100,492,0,0,0,60,0,21,15,8,0,0,1,1
"2513",0,84,0,91,94,253,0,0,0,33,28,28,18,6,0,0,0,1
"2514",0,88,5,112,100,199,1,0,0,100,0,40,5,8,0,0,1,1
"2515",0,82,35,112,100,315,0,0,0,40,0,25,20,8,0,0,1,1
"2516",0,70,39,22,100,37,0,0,0,67,0,11,9,8,0,0,1,2
"2517",0,83,4,90,94,267,0,0,0,40,37,19,16,6,0,0,0,1
"2518",0,63,92,41,100,71,1,0,0,100,0,22,18,8,0,0,1,2
"2519",0,85,4,64,100,151,0,0,0,67,0,35,20,8,0,0,1,2
"2520",0,85,19,79,98,325,2,0,0,57,0,29,41,7,0,0,1,1
"2521",0,65,57,102,70,162,0,0,0,89,10,39,23,4,0,0,0,2
"2522",0,73,2,54,100,109,0,0,0,63,0,50,27,8,0,0,1,2
"2523",0,80,16,38,100,146,2,0,0,27,0,13,30,8,0,0,1,2
"2524",0,86,12,121,100,350,1,0,0,33,0,44,16,8,0,0,1,1
"2525",0,83,10,27,100,50,1,0,0,80,0,63,9,8,0,0,1,2
"2526",0,57,29,68,60,173,0,0,0,60,7,40,11,5,0,0,0,2
"2527",0,87,11,79,100,137,2,0,0,57,0,56,32,8,0,0,1,2
"2528",0,91,7,150,100,392,0,0,0,44,0,6,17,8,0,0,1,1
"2529",0,85,2,125,96,386,1,0,0,64,34,39,49,6,0,0,0,1
"2530",0,63,73,93,67,148,1,0,0,100,7,47,15,5,0,0,0,2
"2531",0,58,28,84,83,154,2,0,0,89,22,22,18,5,0,0,0,2
"2532",0,61,64,48,92,109,5,0,0,80,5,62,13,6,0,0,0,2
"2533",0,83,27,114,100,0,1,0,0,100,0,36,0,8,1,0,1,2
"2534",0,69,68,53,100,112,1,0,0,64,0,29,40,8,0,0,1,2
"2535",0,73,13,65,100,109,1,0,0,35,0,15,28,8,0,0,1,2
"2536",0,79,26,26,100,58,2,0,0,20,0,30,10,8,0,0,1,2
"2537",0,64,88,196,81,278,0,0,0,95,9,17,36,4,0,0,0,1
"2538",0,72,0,22,100,25,0,0,1,100,0,67,6,8,0,0,1,2
"2539",0,60,67,87,80,164,1,0,0,57,38,40,32,3,0,0,0,2
"2540",0,67,81,79,100,212,3,0,0,82,0,22,18,8,0,0,1,1
"2541",0,69,9,32,93,66,0,0,0,78,9,53,15,2,0,0,0,2
"2542",0,66,50,53,92,267,0,0,0,57,76,21,24,6,0,0,0,1
"2543",0,89,7,126,100,184,2,0,0,33,0,18,22,8,0,0,1,2
"2544",0,61,67,95,89,261,1,0,0,93,7,39,28,6,0,0,0,1
"2545",0,61,90,104,86,243,0,0,0,100,2,36,22,6,0,0,0,1
"2546",0,59,52,20,100,49,1,0,0,79,0,24,17,8,0,0,1,2
"2547",0,65,75,190,85,256,0,0,0,88,5,52,27,4,0,0,0,1
"2548",0,85,1,66,100,251,4,0,0,36,0,26,61,8,0,0,1,1
"2549",0,59,9,97,75,185,1,0,0,44,1,25,28,2,0,0,0,2
"2550",0,76,86,93,100,266,3,0,0,100,0,62,13,8,0,0,1,1
"2551",0,65,69,83,97,194,1,0,0,84,32,22,60,6,0,0,0,2
