"Zuzanna","Lena","Maja","Hanna","Zofia","Amelia","Natalia","Wiktoria","Emilia","Antonina","Laura","Anna","Nadia","Liliana"
FALSE,0.756756756756757,0.536946646043673,0.310077519379845,1,0.270315091210614,FALSE,0.58,0,0.28,0.68,1,FALSE,TRUE
TRUE,0,0,0,0,0,TRUE,0,0,0,0,0,TRUE,TRUE
FALSE,0.959459459459459,0.47544976225663,0.515503875968992,1,0.474295190713101,FALSE,0.4,0,0.2,0.1,1,FALSE,TRUE
FALSE,0.648648648648649,0.866365168743911,0.403100775193798,0.95,0.432835820895522,FALSE,0.83,0.94557164790026,0.24,0.25,0.75,FALSE,FALSE
FALSE,0.837837837837838,0.593987658011253,0.515503875968992,1,0.525704809286899,FALSE,0.5,0,0.47,0.15,1,FALSE,TRUE
FALSE,0.810810810810811,0.47544976225663,0.236434108527132,1,0.383084577114428,FALSE,0.45,0,0.33,0.25,1,FALSE,TRUE
FALSE,0.459459459459459,0.863839300810491,0.162790697674419,0.5875,0.199004975124378,FALSE,1,0.247948028217937,0.5,0.12,0.75,FALSE,FALSE
FALSE,0.554054054054054,0.667660518779224,0.10077519379845,0.5,0.0646766169154229,FALSE,0.67,0.578888605399151,0.6,0.06,0.625,FALSE,FALSE
FALSE,0.621621621621622,0.824614817697562,0.368217054263566,1,0.451077943615257,FALSE,0.8,0,0.29,0.49,1,FALSE,TRUE
FALSE,0.567567567567568,0.790927584744418,0.0775193798449612,0.875,0.0995024875621891,FALSE,0.9,0.868947595105977,0.4,0.1,0.625,FALSE,FALSE
FALSE,0.418918918918919,0.612885565206223,0.531007751937985,0.675,0.666666666666667,FALSE,0.53,0.247948028217937,0.42,0.5,0.5,FALSE,FALSE
FALSE,0.932432432432432,0.217830593931608,0.36046511627907,1,0.383084577114428,FALSE,0.27,0,0.23,0.22,1,FALSE,TRUE
FALSE,0.581081081081081,0.827688956041354,0.0232558139534884,1,0.0165837479270315,FALSE,1,0,0.5,0.02,1,FALSE,TRUE
FALSE,0.864864864864865,0,0.255813953488372,1,0.281923714759536,FALSE,0.3,0,0.15,0.22,1,FALSE,TRUE
FALSE,0.824324324324324,0.274871605899187,0.255813953488372,1,0.26865671641791,FALSE,0.43,0,0.12,0.17,1,FALSE,TRUE
FALSE,0.581081081081081,0.715965406233678,0.325581395348837,0.825,0.436152570480929,FALSE,0.59,0.469313365026215,0.34,0.35,0.25,FALSE,FALSE
FALSE,0.743243243243243,0.815095648071091,0.228682170542636,0.7125,0.220563847429519,FALSE,0.86,0.868947595105977,0.54,0.14,0.625,FALSE,FALSE
FALSE,0.513513513513513,0.873755264548486,0.306201550387597,0.6625,0.509121061359867,FALSE,0.86,0.66453638524055,0.53,0.15,0.625,FALSE,FALSE
FALSE,0.905405405405405,0.523266880827075,0.554263565891473,1,0.364842454394693,FALSE,0.71,0,0.27,0.3,1,FALSE,TRUE
FALSE,0.837837837837838,0.57309699081281,0.248062015503876,1,0.280265339966833,FALSE,0.3,0,0.15,0.19,1,FALSE,TRUE
FALSE,0.783783783783784,0.137435802949594,0.387596899224806,1,0.291873963515755,FALSE,0.33,0,0.3,0.36,1,FALSE,TRUE
FALSE,0.648648648648649,0.687179014747969,0.224806201550388,0.7625,0.17910447761194,FALSE,0.7,0.717261393244151,0.25,0.16,0.75,FALSE,FALSE
FALSE,0.743243243243243,0.456551855061659,0.329457364341085,0.9625,0.303482587064677,FALSE,0.5,0.983274421959159,0.5,0.32,0.625,FALSE,FALSE
FALSE,0.837837837837838,0.355266396881202,0.298449612403101,0.95,0.290215588723051,FALSE,0.45,0.868947595105977,0.39,0.23,0.75,FALSE,FALSE
FALSE,0.621621621621622,0.856062698155738,0.182170542635659,1,0.197346600331675,FALSE,0.86,0,0.38,0.16,1,FALSE,TRUE
FALSE,0.783783783783784,0.612885565206223,0.244186046511628,0.8875,0.301824212271973,FALSE,1,0.927791432326084,0.36,0.22,0.75,FALSE,FALSE
FALSE,0.662162162162162,0.759135172572524,0.368217054263566,0.8875,0.230514096185738,FALSE,0.88,0.363237295853499,0.5,0.23,0.75,FALSE,FALSE
FALSE,0.905405405405405,0.355266396881202,0.306201550387597,1,0.492537313432836,FALSE,0.58,0,0,0.34,1,FALSE,TRUE
FALSE,0.513513513513513,0.913103710123318,0.213178294573643,0.6875,0.197346600331675,FALSE,1,0.469313365026215,0.34,0.32,0.75,FALSE,FALSE
FALSE,0.77027027027027,0.58381732868179,0.244186046511628,0.8625,0.456053067993366,FALSE,0.56,0.767623112413507,0.22,0.18,0.625,FALSE,FALSE
FALSE,0.635135135135135,0.805096321728818,0.197674418604651,0.9625,0.237147595356551,FALSE,0.9,0.912484413458487,0.69,0.31,0.75,FALSE,FALSE
FALSE,0.648648648648649,0.745763053579563,0.248062015503876,0.825,0.237147595356551,FALSE,0.88,0.814955362990154,0.69,0.42,0.5,FALSE,FALSE
FALSE,0.945945945945946,0.137435802949594,0.468992248062016,1,0.656716417910448,FALSE,0.2,0,0.22,0.23,1,FALSE,TRUE
FALSE,0.594594594594595,0.790927584744418,0.213178294573643,0.6875,0.212271973466003,FALSE,0.5,0.469313365026215,0.31,0.16,0.75,FALSE,FALSE
FALSE,0.743243243243243,0.58381732868179,0.271317829457364,0.85,0.276948590381426,FALSE,0.57,0,0.25,0.08,0.75,FALSE,TRUE
FALSE,0.837837837837838,0.779594331545476,0.282945736434109,1,0.132669983416252,FALSE,1,0,0.33,0.03,1,FALSE,TRUE
FALSE,0.797297297297297,0,0.248062015503876,0.95,0.293532338308458,FALSE,0.5,0.541185831340252,0.78,0.23,0.75,FALSE,FALSE
FALSE,0.878378378378378,0.137435802949594,0.410852713178295,0.9375,0.464344941956882,FALSE,0.5,0.962052838238338,0.32,0.22,0.75,FALSE,FALSE
FALSE,0.72972972972973,0.612885565206223,0.310077519379845,0.9375,0.611940298507463,FALSE,0.67,0.652333844777945,0.05,0.19,0.25,FALSE,FALSE
FALSE,0.459459459459459,0.612885565206223,0.201550387596899,0.675,0.218905472636816,FALSE,0.5,0.363237295853499,0.47,0.19,0.625,FALSE,FALSE
FALSE,0.702702702702703,0.721253131631384,0.236434108527132,0.9625,0.253731343283582,FALSE,0.64,0,0.55,0.29,0.75,FALSE,TRUE
FALSE,0.608108108108108,0.549743211798375,0.158914728682171,0.85,0.200663349917081,FALSE,0.47,0.51967508419557,0.27,0.26,0.25,FALSE,FALSE
FALSE,0.945945945945946,0.319116052112065,0.325581395348837,1,0.285240464344942,FALSE,0.29,0,0.33,0.09,1,FALSE,TRUE
FALSE,0.621621621621622,0.699199540563462,0.267441860465116,0.875,0.248756218905473,FALSE,0.5,0.51967508419557,0.39,0.23,0.625,FALSE,FALSE
FALSE,0.756756756756757,0.57309699081281,0.298449612403101,1,0.464344941956882,FALSE,0.5,0,0.4,0.25,1,FALSE,TRUE
FALSE,0.594594594594595,0.721253131631384,0.170542635658915,1,0.253731343283582,FALSE,0.82,0,0.25,0.22,1,FALSE,TRUE
FALSE,0.702702702702703,0.687179014747969,0.143410852713178,1,0.122719734660033,FALSE,0.38,0,0.11,0.37,1,FALSE,TRUE
TRUE,0,0,0,0,0,TRUE,0,0,0,0,0,TRUE,TRUE
FALSE,0.743243243243243,0.763399378885178,0.333333333333333,1,0.280265339966833,FALSE,0.64,0,0.39,0.23,1,FALSE,TRUE
FALSE,0.702702702702703,0.754777239975281,0.352713178294574,1,0.364842454394693,FALSE,0.56,0,0.22,0.36,1,FALSE,TRUE
FALSE,0.959459459459459,0,0.430232558139535,1,0.480928689883914,FALSE,0.13,0,0.17,0.12,1,FALSE,TRUE
FALSE,0.810810810810811,0,0.236434108527132,1,0.169154228855721,TRUE,1,0,0.71,0.07,1,FALSE,TRUE
TRUE,0,0,0,0,0,TRUE,0,0,0,0,0,TRUE,TRUE
FALSE,0.540540540540541,0,0.25968992248062,0.5875,0.271973466003317,FALSE,0.63,0.156437788342072,0.58,0.24,0.625,FALSE,FALSE
FALSE,0.689189189189189,0.839529963554539,0.317829457364341,0.95,0.296849087893864,FALSE,0.85,0.900281872995882,0.38,0.24,0.75,FALSE,FALSE
FALSE,0.527027027027027,0.911110950119846,0.317829457364341,0.725,0,FALSE,1,0.43917639509792,0.67,0.27,0.25,TRUE,FALSE
FALSE,0.810810810810811,0.274871605899187,0.186046511627907,1,0.145936981757877,FALSE,0.38,0,0.25,0.16,1,FALSE,TRUE
FALSE,0.851351351351351,0.660702683776668,0.325581395348837,1,0,FALSE,0.57,0,0.14,0,1,TRUE,TRUE
FALSE,0.621621621621622,0.863839300810491,0.290697674418605,1,0.288557213930348,FALSE,0.75,0,0.4,0.4,1,FALSE,TRUE
FALSE,0.689189189189189,0.790927584744418,0.344961240310078,0.95,0.638474295190713,FALSE,0.85,0.908489760124135,0.39,0.23,0.75,FALSE,FALSE
FALSE,0.864864864864865,0.435661187863216,0.290697674418605,1,0.26865671641791,FALSE,0.75,0,0.31,0.16,1,FALSE,TRUE
FALSE,0.513513513513513,0.896570975522118,0.232558139534884,0.9,0.235489220563847,FALSE,1,0.312875576684143,0.46,0.13,0.25,FALSE,FALSE
FALSE,0.72972972972973,0.745763053579563,0.275193798449612,1,0.361525704809287,FALSE,0.77,0,0.38,0.24,1,FALSE,TRUE
FALSE,0.675675675675676,0.630138002780389,0.368217054263566,0.9875,0.681592039800995,FALSE,0.37,0.94557164790026,0.12,0.72,0.75,FALSE,FALSE
FALSE,0.756756756756757,0.549743211798375,0.209302325581395,0.95,0.218905472636816,FALSE,0.75,0.991792112871747,0.17,0.24,0.75,FALSE,FALSE
FALSE,0.567567567567568,0.759135172572524,0.0891472868217054,0.7875,0.0563847429519071,FALSE,1,0.578888605399151,0.33,0.06,0.75,FALSE,FALSE
FALSE,0.621621621621622,0.808485770954891,0.434108527131783,0.45,0.30514096185738,FALSE,0.7,0.363237295853499,0.28,0.43,0.625,FALSE,FALSE
FALSE,0.702702702702703,0.603661671809089,0.178294573643411,0.9375,0.60530679933665,FALSE,0.56,0.900281872995882,0.09,0.4,0.75,FALSE,FALSE
FALSE,0.635135135135135,0.62169936962293,0.217054263565891,0.975,0.353233830845771,FALSE,0.52,0.84887285718413,0.18,0.59,0.625,FALSE,FALSE
FALSE,0.486486486486487,0.680883947887935,0.286821705426357,0.8375,0.298507462686567,FALSE,0.69,0.247948028217937,0.3,0.32,0.375,FALSE,FALSE
TRUE,0,0,0,0,0,TRUE,0,0,0,0,0,TRUE,TRUE
FALSE,0.891891891891892,0.274871605899187,0.697674418604651,0.9625,0.601990049751244,FALSE,0.45,0,0.28,0.29,0.875,FALSE,TRUE
FALSE,0.797297297297297,0.750321368155817,0.298449612403101,1,0.346600331674959,FALSE,0.55,0,0.29,0.28,1,FALSE,TRUE
FALSE,0.635135135135135,0.745763053579563,0.372093023255814,0.825,0.346600331674959,FALSE,0.67,0.717261393244151,0.5,0.22,0.375,FALSE,FALSE
FALSE,0.648648648648649,0.731423460960846,0.228682170542636,0.9125,0.190713101160862,FALSE,0.67,0.363237295853499,0.53,0.15,0.75,FALSE,FALSE
FALSE,0.594594594594595,0.741097474758683,0.224806201550388,0.8625,0.275290215588723,FALSE,0.82,0.66453638524055,0.58,0.19,0.625,FALSE,FALSE
FALSE,0.5,0.866365168743911,0.267441860465116,0.6625,0.266998341625207,FALSE,1,0.611185324071435,0.55,0.11,0.75,FALSE,FALSE
FALSE,0.716216216216216,0.710532793762404,0.298449612403101,0.95,0.318407960199005,FALSE,0.8,0.56082360490208,0.58,0.26,0.75,FALSE,FALSE
FALSE,0.743243243243243,0.811818251942861,0.306201550387597,0.7875,0.18407960199005,FALSE,1,0.735326393741223,0.14,0.07,0.75,FALSE,FALSE
FALSE,0.324324324324324,0.863839300810491,0.10077519379845,0.7625,0.0978441127694859,FALSE,0.77,0.312875576684143,0.36,0.23,0.5,FALSE,FALSE
FALSE,0.905405405405405,0.653491781794824,0.403100775193798,1,0.258706467661692,FALSE,0.3,0,0.15,0.13,1,FALSE,TRUE
FALSE,0.783783783783784,0.763399378885178,0.27906976744186,1,0.514096185737977,FALSE,0.67,0,0.27,0.41,1,FALSE,TRUE
FALSE,0.608108108108108,0.763399378885178,0.356589147286822,0.6625,0.255389718076285,FALSE,0.83,0.578888605399151,0.33,0.12,0.625,FALSE,FALSE
FALSE,0.702702702702703,0.833697838654415,0.236434108527132,1,0.354892205638474,FALSE,0.64,0,0.33,0.21,1,FALSE,TRUE
FALSE,0.527027027027027,0.646008706878883,0.368217054263566,0.7,0.459369817578773,FALSE,0.54,0,0.12,0.18,0.625,FALSE,FALSE
FALSE,0.918918918918919,0.137435802949594,0.352713178294574,1,0.376451077943615,FALSE,0.25,0,0.15,0.13,1,FALSE,TRUE
FALSE,0.648648648648649,0.763399378885178,0.25968992248062,0.7375,0,FALSE,1,0.916409591027645,0.58,0,0.625,TRUE,FALSE
FALSE,0.527027027027027,0.274871605899187,0.523255813953488,0.6375,0.461028192371476,FALSE,0.52,0.363237295853499,0.15,0.34,0.25,FALSE,FALSE
FALSE,0.824324324324324,0.355266396881202,0.368217054263566,1,0.27363184079602,FALSE,0.6,0,0.32,0.34,1,FALSE,TRUE
TRUE,0,0,0,0,0,TRUE,0,0,0,0,0,TRUE,TRUE
FALSE,0.72972972972973,0.536946646043673,0.271317829457364,0.9625,0,FALSE,0.71,0.782188941710358,0.47,0,0.75,TRUE,FALSE
FALSE,0.864864864864865,0.435661187863216,0.36046511627907,0.9375,0.399668325041459,FALSE,0.67,0.759971802685573,0.53,0.4,0.75,FALSE,FALSE
FALSE,0.864864864864865,0.274871605899187,0.445736434108527,0.9125,0.520729684908789,FALSE,0.33,0.958851479293491,0.14,0.14,0.375,FALSE,FALSE
FALSE,0.905405405405405,0.137435802949594,0.251937984496124,1,0.774461028192372,FALSE,0.23,0,0.12,0.17,1,FALSE,TRUE
FALSE,0.635135135135135,0.137435802949594,0.151162790697674,0.775,0.278606965174129,FALSE,0.5,0.652333844777945,0.18,0.22,0.25,FALSE,FALSE
FALSE,0.608108108108108,0,0.189922480620155,0.5875,0.106135986733002,TRUE,1,0.43917639509792,1,0.06,0.75,FALSE,FALSE
FALSE,0.797297297297297,0.674382448993267,0.344961240310078,1,0.577114427860697,FALSE,0.5,0,0.11,0.27,1,FALSE,TRUE
FALSE,0.851351351351351,0.319116052112065,0.531007751937985,1,0.575456053067993,FALSE,0.56,0,0.21,0.28,1,FALSE,TRUE
FALSE,0.837837837837838,0.704947129989546,0.434108527131783,1,0.495854063018242,FALSE,0.45,0,0.08,0.13,1,FALSE,TRUE
TRUE,0,0,0,0,0,TRUE,0,0,0,0,0,TRUE,TRUE
FALSE,0.648648648648649,0.653491781794824,0.282945736434109,0.9625,0.295190713101161,FALSE,0.67,0.735326393741223,0.35,0.31,0.75,FALSE,FALSE
FALSE,0.864864864864865,0.355266396881202,0.282945736434109,1,0.238805970149254,FALSE,0.29,0,0,0.16,1,FALSE,TRUE
FALSE,0.77027027027027,0.687179014747969,0.310077519379845,0.95,0.341625207296849,FALSE,0.7,0.782188941710358,0.43,0.28,0.75,FALSE,FALSE
FALSE,0.702702702702703,0.603661671809089,0.403100775193798,0.9625,0.54726368159204,FALSE,0.47,0.717261393244151,0.21,0.32,0.75,FALSE,FALSE
FALSE,0.878378378378378,0,0.333333333333333,1,0,FALSE,0.8,0,0.59,0.22,1,TRUE,TRUE
FALSE,0.648648648648649,0.856062698155738,0.25968992248062,0.8375,0.323383084577114,FALSE,0.75,0.802413690951419,0.52,0.23,0.625,FALSE,FALSE
FALSE,0.878378378378378,0.217830593931608,0.352713178294574,1,0.376451077943615,FALSE,0.38,0,0.43,0.35,1,FALSE,TRUE
FALSE,0.756756756756757,0.549743211798375,0.453488372093023,0.9625,0.522388059701492,FALSE,0.53,0.838123586530085,0.17,0.35,0.75,FALSE,FALSE
FALSE,0.918918918918919,0.274871605899187,0.333333333333333,1,0.338308457711443,FALSE,0.56,0,0.17,0.18,1,FALSE,TRUE
FALSE,0.851351351351351,0.693280356188238,0.825581395348837,1,0.399668325041459,FALSE,0.75,0,0.26,0.27,1,FALSE,TRUE
FALSE,0.743243243243243,0.492702199830796,0.372093023255814,0.975,0.353233830845771,FALSE,0.44,0,0.22,0.41,0.75,FALSE,TRUE
FALSE,0.756756756756757,0.561763737613868,0.267441860465116,0.9625,0.306799336650083,FALSE,0.41,0.735326393741223,0.13,0.34,0.75,FALSE,FALSE
FALSE,0.851351351351351,0.549743211798375,0.798449612403101,1,0.260364842454395,FALSE,0.5,0,0,0.22,1,FALSE,TRUE
FALSE,0.486486486486487,0.902933380793855,0.387596899224806,0.9375,0.537313432835821,FALSE,0.85,0.625751153368286,0.14,0.42,0.75,FALSE,FALSE
FALSE,0.77027027027027,0.715965406233678,0.244186046511628,1,0.167495854063018,FALSE,0.4,0,0.09,0.32,1,FALSE,TRUE
FALSE,0.932432432432432,0.137435802949594,0.608527131782946,1,0.402985074626866,FALSE,0.5,0,0.25,0.04,1,FALSE,TRUE
TRUE,0,0,0,0,0,TRUE,0,0,0,0,0,TRUE,TRUE
TRUE,0,0,0,0,0,TRUE,0,0,0,0,0,TRUE,TRUE
FALSE,0.716216216216216,0.435661187863216,0.27906976744186,0.8625,0.301824212271973,FALSE,0.83,0.611185324071435,0.37,0.2,0.25,FALSE,FALSE
FALSE,0.837837837837838,0,0.337209302325581,0.6,0.369817578772803,FALSE,0.2,0.578888605399151,0.16,0.25,0.625,FALSE,FALSE
FALSE,0.621621621621622,0.887757171105411,0.271317829457364,0.95,0.218905472636816,FALSE,1,0.994561374872157,0.48,0.25,0.75,FALSE,FALSE
FALSE,0.716216216216216,0.84238293293914,0.298449612403101,1,0.51575456053068,FALSE,0.88,0,0.46,0.13,1,FALSE,TRUE
FALSE,0.527027027027027,0.91703013449507,0.310077519379845,0.7875,0.270315091210614,FALSE,1,0,0.83,0.06,0.75,FALSE,TRUE
FALSE,0.878378378378378,0.492702199830796,0.213178294573643,1,0.265339966832504,FALSE,0.5,0,0.22,0.28,1,FALSE,TRUE
FALSE,0.567567567567568,0.763399378885178,0.12015503875969,0.9,0.142620232172471,FALSE,0.6,0.312875576684143,0.15,0.13,0.75,FALSE,FALSE
FALSE,0.621621621621622,0.508572903929289,0.37984496124031,1,0.301824212271973,FALSE,0.6,0,0.45,0.12,1,FALSE,TRUE
FALSE,0.918918918918919,0.319116052112065,0.395348837209302,1,0.356550580431177,FALSE,0.8,0,0.36,0.11,1,FALSE,TRUE
FALSE,0.554054054054054,0.801647922613398,0.562015503875969,0.85,0.560530679933665,FALSE,0.78,0.363237295853499,0.27,0.33,0.75,FALSE,FALSE
FALSE,0.837837837837838,0.385831077877481,0.147286821705426,1,0.203980099502488,FALSE,0.6,0,0.4,0.1,1,FALSE,TRUE
FALSE,0.675675675675676,0.775667907173724,0.391472868217054,0.95,0.618573797678275,FALSE,0.75,0.469313365026215,0.52,0.25,0.75,FALSE,FALSE
FALSE,0.716216216216216,0.726403497860897,0.158914728682171,1,0.117744610281924,FALSE,0.75,0,0.56,0.18,1,FALSE,TRUE
FALSE,0.716216216216216,0.667660518779224,0.395348837209302,0.7875,0.577114427860697,FALSE,0.75,0.363237295853499,0.33,0.12,0.75,FALSE,FALSE
FALSE,0.959459459459459,0.137435802949594,0.538759689922481,1,0.600331674958541,FALSE,0.5,0,0.08,0.12,1,FALSE,TRUE
FALSE,0.959459459459459,0.217830593931608,0.313953488372093,1,0.232172470978441,FALSE,0.5,0,0.4,0.05,1,FALSE,TRUE
FALSE,0.621621621621622,0.745763053579563,0.255813953488372,0.8625,0.303482587064677,FALSE,0.8,0.859133352289372,0.58,0.26,0.5,FALSE,FALSE
FALSE,0.810810810810811,0.754777239975281,0.492248062015504,1,0.30514096185738,FALSE,0.8,0,0.5,0.2,1,FALSE,TRUE
FALSE,0.891891891891892,0.508572903929289,0.36046511627907,1,0.238805970149254,FALSE,0.67,0,0.29,0.07,1,FALSE,TRUE
FALSE,0.662162162162162,0.86885926391044,0.186046511627907,1,0.208955223880597,FALSE,0.67,0,0.43,0.21,1,FALSE,TRUE
FALSE,0.540540540540541,0.790927584744418,0.356589147286822,0.7,0.384742951907131,FALSE,0.75,0.156437788342072,0.35,0.34,0.75,FALSE,FALSE
FALSE,0.702702702702703,0.892213042924875,0.197674418604651,1,0.127694859038143,FALSE,1,0,0.63,0.09,1,FALSE,TRUE
FALSE,0.689189189189189,0.630138002780389,0.127906976744186,0.95,0.137645107794362,FALSE,0.47,0,0.23,0.26,0.75,FALSE,TRUE
FALSE,0.540540540540541,0.878533277708276,0.282945736434109,0.9625,0.409618573797678,FALSE,0.94,0.968322464216629,0.5,0.45,0.75,FALSE,FALSE
TRUE,0,0,0,0,0,TRUE,0,0,0,0,0,TRUE,TRUE
FALSE,0.567567567567568,0.866365168743911,0.403100775193798,0.5875,0.439469320066335,FALSE,0.78,0.639433646815603,0.44,0.4,0.625,FALSE,FALSE
FALSE,0.905405405405405,0.612885565206223,0.445736434108527,1,0.323383084577114,FALSE,0.63,0,0.5,0.18,1,FALSE,TRUE
FALSE,0.675675675675676,0.847968596711997,0.542635658914729,1,0.492537313432836,FALSE,1,0,0.24,0.12,1,FALSE,TRUE
FALSE,0.608108108108108,0.779594331545476,0.341085271317829,0.775,0.159203980099502,FALSE,0.64,0.404385816560008,0.29,0.08,0.25,FALSE,FALSE
FALSE,0.878378378378378,0.593987658011253,0.302325581395349,1,0.230514096185738,FALSE,0.5,0,0.2,0.1,1,FALSE,TRUE
FALSE,0.878378378378378,0.137435802949594,0.364341085271318,1,0.485903814262023,FALSE,0.56,0,0.38,0.37,1,FALSE,TRUE
FALSE,0.918918918918919,0.137435802949594,0.65891472868217,1,0.608623548922056,FALSE,0.25,0,0.19,0.26,1,FALSE,TRUE
FALSE,0.608108108108108,0.811818251942861,0.178294573643411,1,0.212271973466003,FALSE,0.82,0,0.2,0.2,1,FALSE,TRUE
TRUE,0,0,0,0,0,TRUE,0,0,0,0,0,TRUE,TRUE
FALSE,0.918918918918919,0.492702199830796,0.406976744186047,1,0.48424543946932,FALSE,0.5,0,0.5,0.2,1,FALSE,TRUE
FALSE,0.662162162162162,0.726403497860897,0.267441860465116,0.95,0.356550580431177,FALSE,0.5,0.74384408465381,0.21,0.28,0.25,FALSE,FALSE
FALSE,0.662162162162162,0.745763053579563,0.151162790697674,1,0.132669983416252,FALSE,0.75,0,0.11,0.09,1,FALSE,TRUE
FALSE,0.554054054054054,0.741097474758683,0.224806201550388,0.625,0.318407960199005,FALSE,0.6,0.312875576684143,0.57,0.23,0.75,FALSE,FALSE
FALSE,0.864864864864865,0.561763737613868,0.39922480620155,1,0.406301824212272,FALSE,0.3,0,0.24,0.17,1,FALSE,TRUE
FALSE,0.621621621621622,0.808485770954891,0.267441860465116,0.9125,0.386401326699834,FALSE,0.71,0.94212590125265,0.48,0.29,0.75,FALSE,FALSE
FALSE,0.716216216216216,0.667660518779224,0.317829457364341,0.9125,0.36318407960199,FALSE,0.5,0.595614183439992,0.14,0.29,0.75,FALSE,FALSE
FALSE,0.608108108108108,0.818319750837529,0.178294573643411,0.925,0.240464344941957,FALSE,0.84,0.991792112871747,0.31,0.36,0.75,FALSE,FALSE
FALSE,0.472972972972973,0.836635343513056,0.313953488372093,0.725,0.313432835820896,FALSE,0.64,0.156437788342072,0.44,0.42,0.25,FALSE,FALSE
FALSE,0.472972972972973,0.915076641340198,0.244186046511628,0.025,0.245439469320066,FALSE,1,0.469313365026215,0.44,0.09,0.25,FALSE,FALSE
FALSE,0.621621621621622,0.721253131631384,0.391472868217054,0.6375,0.313432835820896,FALSE,1,0.935072451533794,0.29,0.22,0.25,FALSE,FALSE
FALSE,0.581081081081081,0.805096321728818,0.12015503875969,0.9375,0.0978441127694859,FALSE,1,0.84887285718413,0.53,0.2,0.25,FALSE,FALSE
TRUE,0,0,0,0,0,TRUE,0,0,0,0,0,TRUE,TRUE
FALSE,0.77027027027027,0.274871605899187,0.228682170542636,1,0.293532338308458,FALSE,0.33,0,0.09,0.43,1,FALSE,TRUE
FALSE,0.783783783783784,0.805096321728818,0.352713178294574,1,0.326699834162521,FALSE,0.67,0,0.41,0.17,1,FALSE,TRUE
FALSE,0.797297297297297,0.653491781794824,0.24031007751938,1,0.0812603648424544,FALSE,0.71,0,0.36,0.06,1,FALSE,TRUE
FALSE,0.878378378378378,0.508572903929289,0.709302325581395,1,0.739635157545605,FALSE,0.75,0,0.67,0.09,1,FALSE,TRUE
FALSE,0.621621621621622,0.808485770954891,0.127906976744186,1,0.154228855721393,FALSE,0.63,0,0.33,0.24,1,FALSE,TRUE
TRUE,0,0,0,0,0,TRUE,0,0,0,0,0,TRUE,TRUE
FALSE,0.689189189189189,0.57309699081281,0.24031007751938,0.8875,0.441127694859038,FALSE,0.33,0.404385816560008,0.23,0.22,0.75,FALSE,FALSE
FALSE,0.567567567567568,0.775667907173724,0.255813953488372,0.8875,0.248756218905473,FALSE,0.5,0.247948028217937,0.2,0.45,0.25,FALSE,FALSE
FALSE,0.716216216216216,0.847968596711997,0.236434108527132,1,0.208955223880597,FALSE,0.88,0,0.45,0.11,1,FALSE,TRUE
FALSE,0.932432432432432,0.217830593931608,0.368217054263566,1,0.537313432835821,FALSE,0.83,0,0.17,0.18,1,FALSE,TRUE
FALSE,0.851351351351351,0.355266396881202,0.271317829457364,1,0.467661691542289,FALSE,0.56,0,0.32,0.19,1,FALSE,TRUE
FALSE,0.932432432432432,0.217830593931608,0.337209302325581,1,0.459369817578773,FALSE,0.3,0,0.3,0.27,1,FALSE,TRUE
FALSE,0.675675675675676,0.905009608679577,0.329457364341085,1,0.303482587064677,FALSE,0.89,0,0.31,0.12,1,FALSE,TRUE
FALSE,0.648648648648649,0.630138002780389,0.441860465116279,0.85,0.417910447761194,FALSE,0.83,0.404385816560008,0.53,0.17,0.625,FALSE,FALSE
FALSE,0.648648648648649,0.660702683776668,0.453488372093023,0.8625,0.38971807628524,FALSE,0.83,0,0.53,0.19,0.25,FALSE,FALSE
TRUE,0,0,0,0,0,TRUE,0,0,0,0,0,TRUE,TRUE
FALSE,0.635135135135135,0.612885565206223,0.251937984496124,0.7375,0.446102819237148,FALSE,0.58,0.312875576684143,0.33,0.24,0.75,FALSE,FALSE
FALSE,0.621621621621622,0.856062698155738,0.267441860465116,1,0.248756218905473,FALSE,1,0,0.34,0.34,1,FALSE,TRUE
FALSE,0.594594594594595,0,0.271317829457364,0.375,0.134328358208955,TRUE,1,0.775023513809374,0.5,0.02,0.25,FALSE,FALSE
FALSE,0.743243243243243,0.660702683776668,0.255813953488372,0.975,0.33167495854063,FALSE,0.31,0.74384408465381,0.45,0.4,0.75,FALSE,FALSE
FALSE,0.878378378378378,0.57309699081281,0.313953488372093,1,0.283582089552239,FALSE,0.4,0,0.32,0.22,1,FALSE,TRUE
FALSE,0.608108108108108,0.745763053579563,0.0658914728682171,1,0.054726368159204,FALSE,0.8,0,0.33,0.15,1,FALSE,TRUE
FALSE,0.702702702702703,0.63823210422413,0.325581395348837,0.9375,0.48922056384743,FALSE,0.57,0.495896056435873,0.53,0.19,0.25,FALSE,FALSE
FALSE,0.581081081081081,0.815095648071091,0.348837209302326,0.9375,0.706467661691542,FALSE,0.82,0.814955362990154,0.32,0.19,0.625,FALSE,FALSE
FALSE,0.716216216216216,0.715965406233678,0.209302325581395,1,0.222222222222222,FALSE,0.72,0,0.5,0.54,1,FALSE,TRUE
FALSE,0.621621621621622,0.898714541819543,0.170542635658915,0.9125,0.222222222222222,FALSE,0.91,0.90442312719375,0.53,0.15,0.375,FALSE,FALSE
FALSE,0.783783783783784,0.274871605899187,0.341085271317829,0.85,0.356550580431177,FALSE,0.33,0.156437788342072,0.2,0.26,0.625,FALSE,FALSE
